close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
172.5,173.06,169.44,171.86,37638876,172.0716743273,172.6302838208,169.0192724523,171.4332634777,37638876,0.0,1.0
172.11,175.22,171.79,175.2,22958677,171.6826427158,174.7849204385,171.363437291,174.7649700994,22958677,0.0,1.0
175.9,176.836,174.72,175.43,23388693,175.4632319663,176.3969078339,174.2861619622,174.9943989985,23388693,0.0,1.0
176.4,177.27,174.365,174.45,20572157,175.9619904426,176.8298301914,173.932043444,174.016832385,20572157,0.0,1.0
174.99,175.77,173.65,174.98,16579438,174.5554915394,175.3335547624,173.2188188229,174.5455163699,16579438,0.0,1.0
173.55,178.25,172.95,177.07,21024935,173.1190671276,177.8073968049,172.520556956,176.6303268008,21024935,0.0,1.0
176.38,177.15,175.21,176.644,17880042,175.9420401035,176.710128157,174.774945269,176.205384579,17880042,0.0,1.0
177.85,178.15,175.81,176.9,16989369,177.4083900239,177.7076451097,175.3734554405,176.4607489189,16989369,0.0,1.0
176.92,178.77,176.08,176.192,22554400,176.4806992579,178.3261056203,175.6427850177,175.7545069164,22554400,0.0,1.0
176.06,176.265,173.69,174.18,24479262,175.6228346787,175.827325654,173.258719501,173.7475028078,24479262,0.0,1.0
174.18,175.115,172.69,173.29,27867947,173.7475028078,174.6801811585,172.2612025483,172.8597127199,27867947,0.0,1.0
172.51,172.65,170.51,170.63,26948370,172.0816494969,172.2213018702,170.0866155916,170.2063176259,26948370,0.0,1.0
170.34,171.25,168.8,169.77,25127138,169.9170377097,170.8247781366,168.3808616026,169.3484530467,25127138,0.0,1.0
169.14,169.28,164.0,164.26,31327602,168.7200173665,168.8596697399,163.5927802301,163.8521346377,31327602,0.0,1.0
168.65,169.85,166.19,168.025,29799931,168.2312340598,169.4282544029,165.7773423563,167.6077859644,29799931,0.0,1.0
169.96,170.69,168.18,169.39,15346700,169.5379812677,170.2661686431,167.762401092,168.9693966047,15346700,0.0,1.0
169.38,170.15,168.735,169.0,19569146,168.9594214352,169.7275094887,168.3160230007,168.5803649932,19569146,0.0,1.0
171.25,171.76,168.39,168.5,28039696,170.8247781366,171.3335117824,167.9718796521,168.0816065169,28039696,0.0,1.0
168.1,168.14,166.03,167.46,21871283,167.6825997358,167.7225004139,165.6177396439,167.0441888861,21871283,0.0,1.0
167.24,167.96,163.05,167.56,34662432,166.8247351566,167.5429473624,162.6451391251,167.1439405814,34662432,0.0,1.0
166.62,166.73,163.89,164.785,24294549,166.2062746459,166.3160015107,163.4830533653,164.3758310379,24294549,0.0,1.0
163.86,167.12,163.09,164.3,33493151,163.4531278567,166.7050331222,162.6850398032,163.8920353158,33493151,0.0,1.0
162.78,168.1,162.6,165.612,33562861,162.3758095479,167.6825997358,162.1962564964,165.2007775577,33562861,0.0,1.0
166.15,169.55,165.21,169.058,45610024,165.7374416782,169.1289993171,164.7997757427,168.6382209764,45610024,0.0,1.0
171.95,174.71,169.65,174.37,64665299,171.5230400034,174.2761867926,169.2287510124,173.9370310288,64665299,0.0,1.0
156.0,156.49,150.87,151.33,57109730,155.6126446091,156.1014279159,150.4953826421,150.9542404403,57109730,0.0,1.0
159.13,159.565,157.165,157.49,22779112,158.7348726708,159.1687925452,156.7747518589,157.0989448685,22779112,0.0,1.0
158.26,158.97,156.28,156.96,21151568,157.867032922,158.5752699584,155.8919493558,156.5702608836,21151568,0.0,1.0
156.28,157.64,154.06,154.31,26446206,155.8919493558,157.2485724114,153.677461721,153.9268409591,26446206,0.0,1.0
154.09,156.36,152.3,156.2,32615639,153.7073872296,155.971750712,151.9218318844,155.8121479996,32615639,0.0,1.0
156.01,156.94,154.62,155.34,19883044,155.6226197786,156.5503105445,154.2360712145,154.9542834203,19883044,0.0,1.0
155.47,157.08,154.58,155.62,21763130,155.0839606242,156.6899629179,154.1961705364,155.2335881671,21763130,0.0,1.0
154.4,155.65,153.43,154.19,20779495,154.0166174849,155.2635136757,153.0490260408,153.8071389248,20779495,0.0,1.0
154.86,159.24,154.59,158.86,27136472,154.4754752831,158.8445995356,154.2061457059,158.4655430936,27136472,0.0,1.0
157.73,160.2225,157.14,157.96,25353746,157.3383489371,159.8246599415,156.7498139351,157.5677778362,25353746,0.0,1.0
159.41,159.68,156.46,156.91,27166431,159.0141774175,159.2835069947,156.0715024073,156.520385036,27166431,0.0,1.0
156.14,156.61,154.68,156.21,22838629,155.7522969824,156.2211299502,154.2959222316,155.8221231691,22838629,0.0,1.0
156.6,158.56,155.19,156.085,30739691,156.2111547807,158.1662880078,154.8046558775,155.6974335501,30739691,0.0,1.0
154.85,155.27,152.61,152.78,20577435,154.4655001136,154.8844572337,152.2310621397,152.4006400216,20577435,0.0,1.0
152.5,153.42,149.6,150.03,23328522,152.1213352749,153.0390508713,149.2285361123,149.6574684019,23328522,0.0,1.0
150.53,154.77,150.45,153.5,34468227,150.1562268782,154.3856987574,150.076425522,153.1188522275,34468227,0.0,1.0
154.92,155.08,152.73,153.6,23884801,154.5353263002,154.6949290127,152.350764174,153.2186039228,23884801,0.0,1.0
154.56,154.7,152.15,153.5,24491676,154.1762201973,154.3158725707,151.7722043415,153.1188522275,24491676,0.0,1.0
155.49,155.74,150.61,150.69,31308247,155.1039109632,155.3532902014,150.2360282344,150.3158295907,31308247,0.0,1.0
150.93,151.43,150.17,150.85,24485390,150.5552336593,151.0539921356,149.7971207753,150.4754323031,24485390,0.0,1.0
150.87,151.635,148.9,151.18,22879178,150.4953826421,151.2584831109,148.5302742455,150.8046128974,22879178,0.0,1.0
150.67,152.256,149.98,150.22,22149137,150.2958792516,151.8779411385,149.6075925543,149.8469966229,22149137,0.0,1.0
150.07,150.375,147.82,149.94,19229285,149.69736908,150.0016117506,147.4529559366,149.5676918762,19229285,0.0,1.0
150.77,151.58,148.98,149.12,29211769,150.3956309469,151.2036196785,148.6100756017,148.749727975,29211769,0.0,1.0
147.6,150.37,146.9001,149.47,24755597,147.2335022071,149.9966241658,146.5353400919,149.0988589085,24755597,0.0,1.0
148.74,148.86,146.735,148.0,21311501,148.370671533,148.4903735674,146.370650043,147.6325089881,21311501,0.0,1.0
147.03,148.7913,146.08,148.16,24070435,146.6649175441,148.4218441527,145.7172764391,147.7921117005,24070435,0.0,1.0
147.68,152.15,147.17,148.61,69273699,147.3133035633,151.7722043415,146.8045699174,148.2409943292,69273699,0.0,1.0
141.18,143.18,140.03,142.5,49475417,140.8294433712,142.8244772765,139.6822988757,142.1461657487,49475417,0.0,1.0
143.1,143.585,140.455,141.19,42570686,142.7446759203,143.2284716423,140.1062435806,140.8394185407,42570686,0.0,1.0
139.79,141.09,138.99,139.0,23164162,139.4428948071,140.7396668455,138.644881245,138.6548564145,23164162,0.0,1.0
138.5,139.375,137.03,137.03,27353587,138.1560979382,139.0289252717,136.6897480178,136.6897480178,27353587,0.0,1.0
137.67,139.1,136.13,136.13,31677211,137.3281588675,138.7546081098,135.7919827605,135.7919827605,31677211,0.0,1.0
135.41,138.085,134.0,134.21,39370392,135.0737705546,137.7421284029,133.6672716514,133.8767502114,39370392,0.0,1.0
134.38,134.94,131.61,132.795,37738209,134.0463280934,134.6049375869,131.2832061346,132.4652637235,37738209,0.0,1.0
131.4,133.58,130.85,133.12,35318610,131.0737275746,133.2483145313,130.5250932506,132.7894567331,35318610,0.0,1.0
132.67,133.24,130.665,131.88,40194757,132.3405741044,132.9091587674,130.3405526144,131.5525357118,40194757,0.0,1.0
133.35,135.66,131.91,135.66,55999415,133.0188856322,135.3231497927,131.5824612204,135.3231497927,55999415,0.0,1.0
137.14,138.87,136.92,138.43,31151116,136.7994748826,138.5251792107,136.580021153,138.0862717515,31151116,0.0,1.0
138.46,138.86,136.4,137.28,42132953,138.1161972601,138.5152040411,136.0613123377,136.939127256,42132953,0.0,1.0
136.38,138.01,135.41,137.9,37328558,136.0413619986,137.6673146314,135.0737705546,137.5575877666,37328558,0.0,1.0
138.88,139.25,137.09,138.02,33099190,138.5351543802,138.9042356527,136.749599035,137.6772898009,33099190,0.0,1.0
137.57,142.44,137.39,142.14,53641795,137.2284071723,142.0863147315,137.0488541208,141.7870596457,53641795,0.0,1.0
143.96,144.68,143.43,143.67,19493752,143.6025404995,144.3207527054,143.0738565146,143.3132605832,19493752,0.0,1.0
144.09,145.0,142.8,144.93,27191892,143.7322177033,144.6399581302,142.4454208345,144.5701319436,27191892,0.0,1.0
142.55,142.69,140.675,141.45,23315687,142.1960415963,142.3356939697,140.3256973101,141.0987729484,23315687,0.0,1.0
141.12,142.08,139.49,139.655,24935710,140.7695923541,141.7272086286,139.1436397213,139.3082300185,24935710,0.0,1.0
140.52,143.19,140.14,142.99,31468926,140.1710821825,142.834452446,139.7920257405,142.6349490555,31468926,0.0,1.0
142.77,143.52,140.46,143.14,37590695,142.4154953259,143.1636330404,140.1112311653,142.7845765984,37590695,0.0,1.0
